-1.0 1.0
-0.99 1.0291049999999995
-0.98 1.0564400000000003
-0.97 1.0820349999999994
-0.96 1.1059200000000011
-0.95 1.1281250000000007
-0.94 1.1486800000000006
-0.93 1.1676150000000005
-0.92 1.1849600000000002
-0.91 1.200745
-0.9 1.2149999999999999
-0.89 1.2277549999999997
-0.88 1.2390400000000001
-0.87 1.2488850000000005
-0.86 1.25732
-0.85 1.2643749999999994
-0.84 1.2700799999999997
-0.83 1.2744650000000002
-0.82 1.2775600000000003
-0.81 1.2793950000000005
-0.8 1.2800000000000002
-0.79 1.2794050000000001
-0.78 1.2776400000000003
-0.77 1.2747349999999997
-0.76 1.2707199999999998
-0.75 1.265625
-0.74 1.25948
-0.73 1.2523149999999998
-0.72 1.24416
-0.71 1.2350450000000004
-0.7 1.2249999999999999
-0.69 1.2140549999999997
-0.68 1.2022400000000002
-0.67 1.1895850000000001
-0.66 1.1761200000000003
-0.65 1.1618750000000002
-0.64 1.14688
-0.63 1.1311650000000002
-0.62 1.11476
-0.61 1.0976949999999999
-0.6 1.0800000000000003
-0.59 1.0617049999999997
-0.58 1.04284
-0.57 1.023435
-0.56 1.00352
-0.55 0.9831250000000001
-0.54 0.9622799999999999
-0.53 0.9410150000000002
-0.52 0.9193600000000002
-0.51 0.8973449999999998
-0.5 0.875
-0.49 0.852355
-0.48 0.8294400000000002
-0.47 0.806285
-0.46 0.7829200000000001
-0.45 0.759375
-0.44 0.73568
-0.43 0.711865
-0.42 0.6879599999999999
-0.41 0.663995
-0.4 0.6400000000000001
-0.39 0.6160050000000001
-0.38 0.59204
-0.37 0.568135
-0.36 0.5443199999999999
-0.35 0.5206249999999999
-0.34 0.4970800000000001
-0.33 0.4737150000000001
-0.32 0.45056
-0.31 0.427645
-0.3 0.405
-0.29 0.38265499999999997
-0.28 0.36064
-0.27 0.338985
-0.26 0.31772000000000006
-0.25 0.296875
-0.24 0.27648000000000006
-0.23 0.25656500000000004
-0.22 0.23715999999999998
-0.21 0.21829499999999996
-0.2 0.20000000000000004
-0.19 0.182305
-0.18 0.16524
-0.17 0.14883500000000002
-0.16 0.13312000000000002
-0.15 0.11812500000000001
-0.14 0.10388
-0.13 0.09041500000000002
-0.12 0.07776000000000001
-0.11 0.065945
-0.1 0.05500000000000001
-0.09 0.044954999999999995
-0.08 0.035840000000000004
-0.07 0.027685
-0.06 0.02052
-0.05 0.014375000000000002
-0.04 0.00928
-0.03 0.005265000000000001
-0.02 0.00236
-0.01 5.95E-4
0.0 0.0
0.01 6.050000000000001E-4
0.02 0.0024400000000000003
0.03 0.005535
0.04 0.009920000000000002
0.05 0.015625000000000003
0.06 0.022680000000000002
0.07 0.031115000000000004
0.08 0.04096
0.09 0.052245
0.1 0.06500000000000002
0.11 0.07925499999999999
0.12 0.09504
0.13 0.11238500000000001
0.14 0.13132000000000002
0.15 0.151875
0.16 0.17408
0.17 0.19796500000000003
0.18 0.22355999999999998
0.19 0.25089500000000003
0.2 0.28
0.21 0.31090499999999993
0.22 0.34364
0.23 0.378235
0.24 0.41472
0.25 0.453125
0.26 0.4934800000000001
0.27 0.535815
0.28 0.58016
0.29 0.6265449999999999
0.3 0.675
0.31 0.725555
0.32 0.77824
0.33 0.8330850000000001
0.34 0.8901200000000001
0.35 0.9493749999999999
0.36 1.01088
0.37 1.074665
0.38 1.1407600000000002
0.39 1.209195
0.4 1.2800000000000002
0.41 1.353205
0.42 1.4288399999999997
0.43 1.506935
0.44 1.58752
0.45 1.6706250000000002
0.46 1.75628
0.47 1.844515
0.48 1.93536
0.49 2.0288449999999996
0.5 2.125
0.51 2.2238550000000004
0.52 2.3254400000000004
0.53 2.4297850000000003
0.54 2.5369200000000003
0.55 2.6468750000000005
0.56 2.7596800000000004
0.57 2.8753649999999995
0.58 2.9939599999999995
0.59 3.1154949999999992
0.6 3.24
0.61 3.3675049999999995
0.62 3.49804
0.63 3.631635
0.64 3.7683200000000006
0.65 3.908125
0.66 4.051080000000001
0.67 4.197215000000001
0.68 4.34656
0.69 4.499144999999999
0.7 4.654999999999999
0.71 4.8141549999999995
0.72 4.97664
0.73 5.142484999999999
0.74 5.311719999999999
0.75 5.484375
0.76 5.660480000000001
0.77 5.840065
0.78 6.023160000000001
0.79 6.2097950000000015
0.8 6.400000000000001
0.81 6.5938050000000015
0.82 6.791239999999999
0.83 6.992335
0.84 7.197119999999998
0.85 7.405624999999999
0.86 7.6178799999999995
0.87 7.833915
0.88 8.05376
0.89 8.277445
0.9 8.505
0.91 8.736455000000001
0.92 8.97184
0.93 9.211185
0.94 9.454519999999999
0.95 9.701875
0.96 9.95328
0.97 10.208765
0.98 10.468359999999999
0.99 10.732095
1.0 11.0
